kode_pohon,nama_lokal,nama_latin,Group,Icon,status_iucn,diameter,tinggi,unit_PS,jenis_lahan,nama_khas_wilayah,Latitude,Longitude,elevasi,jarak_permukiman,status_adopsi,nama_pengadopsi,masa_berlaku,nama_surveyor,waktu_survei,harga_adopsi,serapan_karbon,penyedia_bibit,metode_karbon,Image1,Image2,Image3,Image4,chart_link
SRK0028GS,Meranti,Shorea sp,PohonMuda,icon/young_tree.svg,-,20,10,13,Mineral,-,-0.0384542,101.4047178,46.203507281158,0.03540171417,,,,Fahrizal,29/09/2021 10:56,50000,310.67898,-,Approach 5,media/SRK_1_28.jpg,media/SRK_2_28.jpg,media/SRK_3_28.jpg,media/SRK_4_28.jpg,adopsipohonriau/28
SRK0028GS,Medang,Alseodaphne sp,PohonMuda,icon/young_tree.svg,Vulnerable,20,10,13,Mineral,-,-0.0384117,101.4046264,46.511674799755,0.0353237899,,,,Fahrizal,29/09/2021 11:00,50000,306.1660707,-,Approach 5,media/SRK_1_29.jpg,media/SRK_2_29.jpg,media/SRK_3_29.jpg,media/SRK_4_29.jpg,adopsipohonriau/29
SRK0030GS,Malapari,Pongamia Pinnata,PohonMuda,icon/young_tree.svg,Least Concern,23,15,13,Mineral,-,-0.0384519,101.4048751,47.058136050076,0.03555467654,,,,Fahrizal,29/09/2021 11:06,50000,595.1110881,-,Approach 5,media/SRK_1_30.jpg,media/SRK_2_30.jpg,media/SRK_3_30.jpg,media/SRK_4_30.jpg,adopsipohonriau/30
SRK0030GS,Mendarahan,Myristica iners,PohonMuda,icon/young_tree.svg,Least Concern,14,6,13,Mineral,-,-0.0383715,101.4048359,71.176364279487,0.03553668864,,,,Fahrizal,29/09/2021 11:26,50000,76.62451367,-,Approach 5,media/SRK_1_31.jpg,media/SRK_2_31.jpg,media/SRK_3_31.jpg,media/SRK_4_31.jpg,adopsipohonriau/31
SRK0032GS,Kedondong,Spondias dulcis,PohonMuda,icon/young_tree.svg,-,22,15,13,Mineral,-,-0.0382599,101.4051719,73.191685223464,0.03588992059,,,,Fahrizal,29/09/2021 11:31,50000,292.6803946,-,Approach 5,media/SRK_1_32.jpg,media/SRK_2_32.jpg,media/SRK_3_32.jpg,media/SRK_4_32.jpg,adopsipohonriau/32
SRK0033GS,Mendarahan,Myristica iners,PohonMuda,icon/young_tree.svg,Least Concern,33,15,13,Mineral,-,-0.0382117,101.4051767,72.95613651064,0.03590666476,,,,Fahrizal,29/09/2021 11:34,50000,999.2046917,-,Approach 5,media/SRK_1_33.jpg,media/SRK_2_33.jpg,media/SRK_3_33.jpg,media/SRK_4_33.jpg,adopsipohonriau/33
SRK0034GS,Mahang,Macaranga spp,PohonMuda,icon/young_tree.svg,Endangered,19,15,13,Mineral,-,-0.0382222,101.404833333333,71.338664816647,0.03557178403,,,,Fahrizal,29/09/2021 11:41,50000,269.9125097,-,Approach 5,media/SRK_1_34.jpg,media/SRK_2_34.jpg,media/SRK_3_34.jpg,media/SRK_4_34.jpg,adopsipohonriau/34
SRK0035GS,Medang,Alseodaphne sp,PohonMuda,icon/young_tree.svg,Vulnerable,25,16,13,Mineral,-,-0.0385,101.404888888888,71.338664816647,0.03555617512,,,,Fahrizal,29/09/2021 11:44,50000,748.766678,-,Approach 5,media/SRK_1_35.jpg,media/SRK_2_35.jpg,media/SRK_3_35.jpg,media/SRK_4_35.jpg,adopsipohonriau/35
SRK0036GS,Jangkang,Sterculia foetida ,PohonMuda,icon/young_tree.svg,-,18,14,13,Mineral,-,-0.0383405,101.4047851,52.868963238173,0.03549526543,,,,Fahrizal,29/09/2021 11:48,50000,307.9817038,-,Approach 5,media/SRK_1_36.jpg,media/SRK_2_36.jpg,media/SRK_3_36.jpg,media/SRK_4_36.jpg,adopsipohonriau/36
SRK0037GS,Meranti,Shorea sp,PohonDewasa,icon/mature_tree.svg,-,44,25,13,Mineral,-,-0.0383865,101.4048248,54.15058170554,0.03552219636,,,,Fahrizal,29/09/2021 11:52,200000,3540.87334,-,Approach 5,media/SRK_1_37.jpg,media/SRK_2_37.jpg,media/SRK_3_37.jpg,media/SRK_4_37.jpg,adopsipohonriau/37
SRK0039GS,Kedondong,Spondias dulcis,PohonMuda,icon/young_tree.svg,-,14,20,13,Mineral,-,-0.0383086,101.4047876,56.801137990546,0.03550570182,,,,Fahrizal,29/09/2021 11:55,50000,160.3860869,-,Approach 5,media/SRK_1_38.jpg,media/SRK_2_38.jpg,media/SRK_3_38.jpg,media/SRK_4_38.jpg,adopsipohonriau/38
SRK0040GS,Pasir Pasir,Guettarda speciosa,PohonMuda,icon/young_tree.svg,Least Concern,27,21,13,Mineral,-,-0.0381788,101.4047362,51.725709380258,0.03548890024,,,,Fahrizal,29/09/2021 11:58,50000,1254.953156,-,Approach 5,media/SRK_1_39.jpg,media/SRK_2_39.jpg,media/SRK_3_39.jpg,media/SRK_4_39.jpg,adopsipohonriau/39
SRK0041GS,Meranti,Shorea sp,PohonMuda,icon/young_tree.svg,-,32,25,13,Mineral,-,-0.0382327,101.4049114,54.419966156774,0.03564464599,,,,Fahrizal,29/09/2021 12:02,50000,1901.70665,-,Approach 5,media/SRK_1_40.jpg,media/SRK_2_40.jpg,media/SRK_3_40.jpg,media/SRK_4_40.jpg,adopsipohonriau/40
SRK0042GS,Keranji,Dialium kunstleri,PohonMuda,icon/young_tree.svg,Near Threatened,37,25,13,Mineral,-,-0.0381771,101.4048275,50.838725222295,0.035577611,,,,Fahrizal,29/09/2021 12:04,50000,3344.091475,-,Approach 5,media/SRK_1_41.jpg,media/SRK_2_41.jpg,media/SRK_3_41.jpg,media/SRK_4_41.jpg,adopsipohonriau/41
SRK0043GS,Sendok Sendok,Endospermum spp,PohonDewasa,icon/mature_tree.svg,Least Concern,47,25,13,Mineral,-,-0.0386389,101.404861111111,50.826363597559,0.03549531468,,,,Fahrizal,29/09/2021 12:07,200000,2482.656257,-,Approach 5,media/SRK_1_42.jpg,media/SRK_2_42.jpg,media/SRK_3_42.jpg,media/SRK_4_42.jpg,adopsipohonriau/42
SRK0044GS,Arang Arang,Diospyros spp,PohonMuda,icon/young_tree.svg,Vulnerable,13,10,13,Mineral,-,-0.0380833,101.404888888888,50.826363597559,0.03566096101,,,,Fahrizal,29/09/2021 12:10,50000,160.1566579,-,Approach 5,media/SRK_1_43.jpg,media/SRK_2_43.jpg,media/SRK_3_43.jpg,media/SRK_4_43.jpg,adopsipohonriau/43
SRK0045GS,Mempening,Quercus argentata,PohonDewasa,icon/mature_tree.svg,Least Concern,50,15,13,Mineral,-,-0.0381389,101.404888888888,50.826363597559,0.03564671569,,,,Fahrizal,29/09/2021 12:13,200000,3603.109317,-,Approach 5,media/SRK_1_44.jpg,media/SRK_2_44.jpg,media/SRK_3_44.jpg,media/SRK_4_44.jpg,adopsipohonriau/44
SRK0046GS,Kedondong,Spondias dulcis,PohonMuda,icon/young_tree.svg,-,8,12,13,Mineral,-,-0.038119,101.4048347,2.962499237901,0.03559942459,,,,Fahrizal,29/09/2021 12:15,50000,32.67623726,-,Approach 5,media/SRK_1_45.jpg,media/SRK_2_45.jpg,media/SRK_3_45.jpg,media/SRK_4_45.jpg,adopsipohonriau/45
SRK0047GS,Mahang,Macaranga spp,PohonMuda,icon/young_tree.svg,Endangered,16,12,13,Mineral,-,-0.0380685,101.4048081,12.322002047012,0.03558670437,,,,Fahrizal,29/09/2021 12:18,50000,155.2222655,-,Approach 5,media/SRK_1_46.jpg,media/SRK_2_46.jpg,media/SRK_3_46.jpg,media/SRK_4_46.jpg,adopsipohonriau/46
SRK0048GS,Mahang,Macaranga spp,PohonMuda,icon/young_tree.svg,Endangered,20,8,13,Mineral,-,-0.0376632,101.4045072,6.842892062718,0.03540361501,,,,Fahrizal,29/09/2021 12:20,50000,161.5315254,-,Approach 5,media/SRK_1_47.jpg,media/SRK_2_47.jpg,media/SRK_3_47.jpg,media/SRK_4_47.jpg,adopsipohonriau/47
SRK0049GS,Sendok Sendok,Endospermum spp,PohonMuda,icon/young_tree.svg,Least Concern,19,7,13,Mineral,-,-0.0376883,101.4044879,8.719649444558,0.03537824664,,,,Fahrizal,29/09/2021 12:23,50000,122.3305254,-,Approach 5,media/SRK_1_48.jpg,media/SRK_2_48.jpg,media/SRK_3_48.jpg,media/SRK_4_48.jpg,adopsipohonriau/48
SRK0051GS,Mahang,Macaranga spp,PohonMuda,icon/young_tree.svg,Endangered,23,12,13,Mineral,-,-0.0381707,101.4045536,60.852659539819,0.03531447214,,,,Mardianto,30/09/2021 08:08,50000,315.2133101,-,Approach 5,media/SRK_1_49.jpg,media/SRK_2_49.jpg,media/SRK_3_49.jpg,media/SRK_4_49.jpg,adopsipohonriau/49
SRK0052GS,Rengas,Gluta aptera,PohonMuda,icon/young_tree.svg,-,30,13,13,Mineral,-,-0.0381012,101.4045973,58.170588524454,0.03537460918,,,,Okta,30/09/2021 08:18,50000,950.2918485,-,Approach 5,media/SRK_1_50.jpg,media/SRK_2_50.jpg,media/SRK_3_50.jpg,media/SRK_4_50.jpg,adopsipohonriau/50
SRK0053GS,Mahang,Macaranga spp,PohonMuda,icon/young_tree.svg,Endangered,17,10,13,Mineral,-,-0.038099,101.4045751,60.684526266783,0.03535373341,,,,Mardianto,30/09/2021 08:26,50000,146.2403474,-,Approach 5,media/SRK_1_51.jpg,media/SRK_2_51.jpg,media/SRK_3_51.jpg,media/SRK_4_51.jpg,adopsipohonriau/51
SRK0054GS,Mahang,Macaranga spp,PohonMuda,icon/young_tree.svg,Endangered,24,12,13,Mineral,-,-0.0380884,101.4045812,59.950380494463,0.03536236928,,,,Mardianto,30/09/2021 08:30,50000,342.5185963,-,Approach 5,media/SRK_1_52.jpg,media/SRK_2_52.jpg,media/SRK_3_52.jpg,media/SRK_4_52.jpg,adopsipohonriau/52
SRK0055GS,Meranti,Shorea sp,PohonDewasa,icon/mature_tree.svg,-,49,17,13,Mineral,-,-0.0377579,101.4047292,68.438706611319,0.03559201674,,,,Okta,30/09/2021 08:38,200000,2998.349223,-,Approach 5,media/SRK_1_53.jpg,media/SRK_2_53.jpg,media/SRK_3_53.jpg,media/SRK_4_53.jpg,adopsipohonriau/53
SRK0056GS,Jangkang,Sterculia foetida ,PohonMuda,icon/young_tree.svg,-,39,15,13,Mineral,-,-0.0385154,101.4045664,53.929102231621,0.03523986527,,,,Mardianto,30/09/2021 08:52,50000,1490.167908,-,Approach 5,media/SRK_1_54.jpg,media/SRK_2_54.jpg,media/SRK_3_54.jpg,media/SRK_4_54.jpg,adopsipohonriau/54
SRK0057GS,Jangkang,Sterculia foetida ,PohonMuda,icon/young_tree.svg,-,27,15,13,Mineral,-,-0.0385369,101.4045145,57.662354229162,0.0351842576,,,,Okta,30/09/2021 08:58,50000,726.9409947,-,Approach 5,media/SRK_1_55.jpg,media/SRK_2_55.jpg,media/SRK_3_55.jpg,media/SRK_4_55.jpg,adopsipohonriau/55
SRK0058GS,Meranti,Shorea sp,PohonMuda,icon/young_tree.svg,-,21,11,13,Mineral,-,-0.0385656,101.4045565,48.799290116489,0.03521786725,,,,Mardianto,30/09/2021 09:08,50000,375.0357281,-,Approach 5,media/SRK_1_56.jpg,media/SRK_2_56.jpg,media/SRK_3_56.jpg,media/SRK_4_56.jpg,adopsipohonriau/56
SRK0059GS,Marsawa,Anisoptera Marginata,PohonDewasa,icon/mature_tree.svg,Vulnerable,47,18,13,Mineral,-,-0.0385785,101.4046586,55.659369789752,0.03531365786,,,,Okta,30/09/2021 09:13,200000,2776.28791,-,Approach 5,media/SRK_1_57.jpg,media/SRK_2_57.jpg,media/SRK_3_57.jpg,media/SRK_4_57.jpg,adopsipohonriau/57
SRK0060GS,Meranti,Shorea sp,PohonMuda,icon/young_tree.svg,-,26,15,13,Mineral,-,-0.0388999,101.4045212,58.337151226534,0.03510267498,,,,Mardianto,30/09/2021 09:21,50000,770.183771,-,Approach 5,media/SRK_1_58.jpg,media/SRK_2_58.jpg,media/SRK_3_58.jpg,media/SRK_4_58.jpg,adopsipohonriau/58
SRK0061GS,Mahang,Macaranga spp,PohonDewasa,icon/mature_tree.svg,Endangered,51,23,13,Mineral,-,-0.0389178,101.404677,50.606602337863,0.03524979324,,,,Okta,30/09/2021 09:29,200000,2814.843586,-,Approach 5,media/SRK_1_59.jpg,media/SRK_2_59.jpg,media/SRK_3_59.jpg,media/SRK_4_59.jpg,adopsipohonriau/59
SRK0062GS,Meranti,Shorea sp,PohonMuda,icon/young_tree.svg,-,24,15,13,Mineral,-,-0.0388903,101.4046867,55.336128619471,0.0352657243,,,,Mardianto,30/09/2021 09:34,50000,658.7774604,-,Approach 5,media/SRK_1_60.jpg,media/SRK_2_60.jpg,media/SRK_3_60.jpg,media/SRK_4_60.jpg,adopsipohonriau/60
SRK0063GS,Meranti,Shorea sp,PohonMuda,icon/young_tree.svg,-,19,14,13,Mineral,-,-0.0388881,101.4046425,60.557231764176,0.03522330639,,,,Okta,30/09/2021 09:38,50000,390.3456203,-,Approach 5,media/SRK_1_61.jpg,media/SRK_2_61.jpg,media/SRK_3_61.jpg,media/SRK_4_61.jpg,adopsipohonriau/61
SRK0064GS,Cempedak Hutan,Artocarpus heterophyllus,PohonMuda,icon/young_tree.svg,-,30,17,13,Mineral,-,-0.038927,101.404604,60.57409198615,0.03517668729,,,,Mardianto,30/09/2021 09:44,50000,980.0478642,-,Approach 5,media/SRK_1_62.jpg,media/SRK_2_62.jpg,media/SRK_3_62.jpg,media/SRK_4_62.jpg,adopsipohonriau/62
SRK0065GS,Kelat,Eugenia spp,PohonMuda,icon/young_tree.svg,Least Concern,15,10,13,Mineral,-,-0.0388204,101.4046338,58.113516702429,0.03523098422,,,,Okta,30/09/2021 09:48,50000,214.818885,-,Approach 5,media/SRK_1_63.jpg,media/SRK_2_63.jpg,media/SRK_3_63.jpg,media/SRK_4_63.jpg,adopsipohonriau/63
SRK0066GS,Meranti,Shorea sp,PohonMuda,icon/young_tree.svg,-,18,13,13,Mineral,-,-0.0388981,101.4047398,43.984411304646,0.03531546996,,,,Marsianto,30/09/2021 09:56,50000,326.7397413,-,Approach 5,media/SRK_1_64.jpg,media/SRK_2_64.jpg,media/SRK_3_64.jpg,media/SRK_4_64.jpg,adopsipohonriau/64
SRK0067GS,Cempedak Hutan,Artocarpus heterophyllus,PohonMuda,icon/young_tree.svg,-,35,17,13,Mineral,-,-0.0389378,101.4047787,54.049187885497,0.03534391552,,,,Okta,30/09/2021 10:01,50000,1324.120227,-,Approach 5,media/SRK_1_65.jpg,media/SRK_2_65.jpg,media/SRK_3_65.jpg,media/SRK_4_65.jpg,adopsipohonriau/65
SRK0068GS,Meranti,Shorea sp,PohonMuda,icon/young_tree.svg,-,30,20,13,Mineral,-,-0.0390027,101.4047497,51.914269840347,0.0353005171,,,,Mardianto,30/09/2021 10:05,50000,1348.488615,-,Approach 5,media/SRK_1_66.jpg,media/SRK_2_66.jpg,media/SRK_3_66.jpg,media/SRK_4_66.jpg,adopsipohonriau/66
SRK0069GS,Meranti,Shorea sp,PohonMuda,icon/young_tree.svg,-,35,20,13,Mineral,-,-0.038987,101.4047484,49.810601728581,0.03530292271,,,,Okta,30/09/2021 10:11,50000,1821.912088,-,Approach 5,media/SRK_1_67.jpg,media/SRK_2_67.jpg,media/SRK_3_67.jpg,media/SRK_4_67.jpg,adopsipohonriau/67
SRK0070GS,Kelat,Eugenia spp,PohonMuda,icon/young_tree.svg,Least Concern,25,10,13,Mineral,-,-0.0390857,101.4048646,36.444126491839,0.03539302181,,,,Mardianto,30/09/2021 10:14,50000,582.2657131,-,Approach 5,media/SRK_1_68.jpg,media/SRK_2_68.jpg,media/SRK_3_68.jpg,media/SRK_4_68.jpg,adopsipohonriau/68
SRK0071GS,Mahang,Macaranga spp,PohonMuda,icon/young_tree.svg,Endangered,25,18,13,Mineral,-,-0.039013,101.404834,50.138894566979,0.03538009366,,,,Okta,30/09/2021 10:20,50000,551.0053015,-,Approach 5,media/SRK_1_69.jpg,media/SRK_2_69.jpg,media/SRK_3_69.jpg,media/SRK_4_69.jpg,adopsipohonriau/69
SRK0072GD,Mahang,Macaranga spp,PohonMuda,icon/young_tree.svg,Endangered,21,17,13,Mineral,-,-0.0388717,101.4048527,44.961361813535,0.0354314109,,,,Mardianto,30/09/2021 10:24,50000,370.7841202,-,Approach 5,media/SRK_1_70.jpg,media/SRK_2_70.jpg,media/SRK_3_70.jpg,media/SRK_4_70.jpg,adopsipohonriau/70
SRK0073GS,Pisang Pisang,Alphonsea spp,PohonMuda,icon/young_tree.svg,Least Concern,36,18,13,Mineral,-,-0.0388482,101.4047795,23.180817347476,0.03536586189,,,,Mardianto,30/09/2021 10:31,50000,2109.945298,-,Approach 5,media/SRK_1_71.jpg,media/SRK_2_71.jpg,media/SRK_3_71.jpg,media/SRK_4_71.jpg,adopsipohonriau/71
SRK0074GS,Kayu Merah,Pterocarpus indicus,PohonMuda,icon/young_tree.svg,Endangered,28,12,13,Mineral,-,-0.0388571,101.4047658,50.143329496336,0.03535044079,,,,Okta,30/09/2021 10:35,50000,838.287331,-,Approach 5,media/SRK_1_72.jpg,media/SRK_2_72.jpg,media/SRK_3_72.jpg,media/SRK_4_72.jpg,adopsipohonriau/72
SRK0075GS,Kelat,Eugenia spp,PohonMuda,icon/young_tree.svg,Least Concern,22,18,13,Mineral,-,-0.0387731,101.404921,69.038142270051,0.03552116945,,,,Mardianto,30/09/2021 10:42,50000,805.1881196,-,Approach 5,media/SRK_1_73.jpg,media/SRK_2_73.jpg,media/SRK_3_73.jpg,media/SRK_4_73.jpg,adopsipohonriau/73
SRK0076GS,Meranti,Shorea sp,PohonMuda,icon/young_tree.svg,-,31,14,13,Mineral,-,-0.0388151,101.4049234,77.30536563708,0.03551350596,,,,Matdianto,30/09/2021 10:46,50000,1014.986599,-,Approach 5,media/SRK_1_74.jpg,media/SRK_2_74.jpg,media/SRK_3_74.jpg,media/SRK_4_74.jpg,adopsipohonriau/74
SRK0078GS,Mahang,Macaranga spp,PohonMuda,icon/young_tree.svg,Endangered,31,20,13,Mineral,-,-0.0387479,101.4049945,37.172200703258,0.03559855952,,,,Mardianto,30/09/2021 10:53,50000,929.3391174,-,Approach 5,media/SRK_1_75.jpg,media/SRK_2_75.jpg,media/SRK_3_75.jpg,media/SRK_4_75.jpg,adopsipohonriau/75
SRK0078GS,Cempedak Hutan,Artocarpus heterophyllus,PohonDewasa,icon/mature_tree.svg,-,60,25,13,Mineral,-,-0.0386515,101.4050426,43.264532612398,0.03566837605,,,,Mardianto,30/09/2021 10:57,200000,5524.960015,-,Approach 5,media/SRK_1_76.jpg,media/SRK_2_76.jpg,media/SRK_3_76.jpg,media/SRK_4_76.jpg,adopsipohonriau/76
SRK0080GS,Meranti,Shorea sp,PohonMuda,icon/young_tree.svg,-,26,20,13,Mineral,-,-0.0387476,101.4049745,58.382160854554,0.03557920973,,,,Mardianto,30/09/2021 11:03,50000,1019.845937,-,Approach 5,media/SRK_1_77.jpg,media/SRK_2_77.jpg,media/SRK_3_77.jpg,media/SRK_4_77.jpg,adopsipohonriau/77
SRK0081GS,Arang Arang,Diospyros spp,PohonMuda,icon/young_tree.svg,Vulnerable,28,19,13,Mineral,-,-0.0385676,101.404922,55.139295631384,0.03557171716,,,,Mardianto,30/09/2021 11:15,50000,1339.811082,-,Approach 5,media/SRK_1_78.jpg,media/SRK_2_78.jpg,media/SRK_3_78.jpg,media/SRK_4_78.jpg,adopsipohonriau/78
SRK0082GS,Meranti Kuning,Shorea macroptera,PohonMuda,icon/young_tree.svg,Least Concern,21,17,13,Mineral,-,-0.0386594,101.4051074,45.587777105705,0.03572937083,,,,Mardianto,30/09/2021 11:20,50000,435.7728632,-,Approach 5,media/SRK_1_79.jpg,media/SRK_2_79.jpg,media/SRK_3_79.jpg,media/SRK_4_79.jpg,adopsipohonriau/79
SRK0083GS,Arang Arang,Diospyros spp,PohonMuda,icon/young_tree.svg,Vulnerable,20,16,13,Mineral,-,-0.0387059,101.4051236,61.382597276166,0.03573395467,,,,Mardianto,30/09/2021 11:23,50000,587.4342016,-,Approach 5,media/SRK_1_80.jpg,media/SRK_2_80.jpg,media/SRK_3_80.jpg,media/SRK_4_80.jpg,adopsipohonriau/80
SRK0084GS,Arang Arang,Diospyros spp,PohonMuda,icon/young_tree.svg,Vulnerable,25,12,13,Mineral,-,-0.0386501,101.4050644,49.136165833068,0.03568987129,,,,Okta,30/09/2021 11:29,50000,685.7840292,-,Approach 5,media/SRK_1_81.jpg,media/SRK_2_81.jpg,media/SRK_3_81.jpg,media/SRK_4_81.jpg,adopsipohonriau/81
SRK0086GS,Dara Dara,Myristica spp,PohonMuda,icon/young_tree.svg,Least Concern,17,20,13,Mineral,-,-0.0385692,101.4050078,64.913109801931,0.03565454128,,,,Okta,30/09/2021 11:34,50000,370.2925638,-,Approach 5,media/SRK_1_82.jpg,media/SRK_2_82.jpg,media/SRK_3_82.jpg,media/SRK_4_82.jpg,adopsipohonriau/82
SRK0085GS,Pasir Pasir,Guettarda speciosa,PohonMuda,icon/young_tree.svg,Least Concern,21,20,13,Mineral,-,-0.0384449,101.4050407,76.68216883364,0.03571687887,,,,Mardianto,30/09/2021 11:40,50000,732.6503389,-,Approach 5,media/SRK_1_83.jpg,media/SRK_2_83.jpg,media/SRK_3_83.jpg,media/SRK_4_83.jpg,adopsipohonriau/83
SRK0087GS,Bentangor,Calophyllum spp,PohonMuda,icon/young_tree.svg,Least Concern,25,20,13,Mineral,-,-0.0384298,101.4050308,69.043718541763,0.03571100906,,,,Mardianto,30/09/2021 11:44,50000,907.7366027,-,Approach 5,media/SRK_1_84.jpg,media/SRK_2_84.jpg,media/SRK_3_84.jpg,media/SRK_4_84.jpg,adopsipohonriau/84
SRK0088GS,Bentangor,Calophyllum spp,PohonMuda,icon/young_tree.svg,Least Concern,18,20,13,Mineral,-,-0.0384254,101.4050222,67.727439654637,0.03570376208,,,,Marsianto,30/09/2021 11:47,50000,478.0495139,-,Approach 5,media/SRK_1_85.jpg,media/SRK_2_85.jpg,media/SRK_3_85.jpg,media/SRK_4_85.jpg,adopsipohonriau/85
SRK0089GS,Marsawa,Anisoptera Marginata,PohonMuda,icon/young_tree.svg,Vulnerable,16,12,13,Mineral,-,-0.0384663,101.404833,53.390666784243,0.03551032312,,,,Mardianto,30/09/2021 11:53,50000,228.0901971,-,Approach 5,media/SRK_1_86.jpg,media/SRK_2_86.jpg,media/SRK_3_86.jpg,media/SRK_4_86.jpg,adopsipohonriau/86
SRK0090GS,Marsawa,Anisoptera Marginata,PohonMuda,icon/young_tree.svg,Vulnerable,15,15,13,Mineral,-,-0.0384395,101.4049565,52.958271506744,0.03563661528,,,,Mardianto,30/09/2021 11:57,50000,250.0222878,-,Approach 5,media/SRK_1_87.jpg,media/SRK_2_87.jpg,media/SRK_3_87.jpg,media/SRK_4_87.jpg,adopsipohonriau/87
SRK0091GS,Mahang,Macaranga spp,PohonMuda,icon/young_tree.svg,Endangered,21,10,13,Mineral,-,-0.0380271,101.4048868,59.808340023081,0.03567342439,,,,Mardianto,30/09/2021 12:02,50000,220.9036943,-,Approach 5,media/SRK_1_88.jpg,media/SRK_2_88.jpg,media/SRK_3_88.jpg,media/SRK_4_88.jpg,adopsipohonriau/88
SRK0092GS,Mahang,Macaranga spp,PohonMuda,icon/young_tree.svg,Endangered,14,8,13,Mineral,-,-0.0381271,101.4049573,54.438852327412,0.0357158717,,,,Mardianto,30/09/2021 12:05,50000,80.51720087,-,Approach 5,media/SRK_1_89.jpg,media/SRK_2_89.jpg,media/SRK_3_89.jpg,media/SRK_4_89.jpg,adopsipohonriau/89
SRK0093GS,Mahang,Macaranga spp,PohonMuda,icon/young_tree.svg,Endangered,17,17,13,Mineral,-,-0.0381316,101.4049587,52.597512751158,0.03571607668,,,,Mardianto,30/09/2021 12:08,50000,245.4626154,-,Approach 5,media/SRK_1_90.jpg,media/SRK_2_90.jpg,media/SRK_3_90.jpg,media/SRK_4_90.jpg,adopsipohonriau/90
SRK0094GS,Mahang,Macaranga spp,PohonMuda,icon/young_tree.svg,Endangered,33,20,13,Mineral,-,-0.0379997,101.4047066,64.065723176789,0.03550650149,,,,Mardianto,30/09/2021 12:22,50000,1049.966401,-,Approach 5,media/SRK_1_91.jpg,media/SRK_2_91.jpg,media/SRK_3_91.jpg,media/SRK_4_91.jpg,adopsipohonriau/91
SRK0095GS,Arang Arang,Diospyros spp,PohonMuda,icon/young_tree.svg,Vulnerable,18,15,13,Mineral,-,-0.0377705,101.4050055,64.942787729262,0.03585506203,,,,Mardianto,30/09/2021 14:50,50000,449.0395279,-,Approach 5,media/SRK_1_92.jpg,media/SRK_2_92.jpg,media/SRK_3_92.jpg,media/SRK_4_92.jpg,adopsipohonriau/92
SRK0096GS,Medang,Alseodaphne sp,PohonMuda,icon/young_tree.svg,Vulnerable,19,18,13,Mineral,-,-0.0377753,101.4049872,61.880209138682,0.03583614412,,,,Mardianto,30/09/2021 14:54,50000,491.6086355,-,Approach 5,media/SRK_1_93.jpg,media/SRK_2_93.jpg,media/SRK_3_93.jpg,media/SRK_4_93.jpg,adopsipohonriau/93
SRK0097GS,Medang,Alseodaphne sp,PohonMuda,icon/young_tree.svg,Vulnerable,38,18,13,Mineral,-,-0.0378861,101.405009,53.856843236356,0.0358280641,,,,Mardianto,30/09/2021 14:59,50000,1902.085586,-,Approach 5,media/SRK_1_94.jpg,media/SRK_2_94.jpg,media/SRK_3_94.jpg,media/SRK_4_94.jpg,adopsipohonriau/94
SRK0098GS,Arang Arang,Diospyros spp,PohonMuda,icon/young_tree.svg,Vulnerable,23,20,13,Mineral,-,-0.0378899,101.4049398,61.840219066716,0.03576027741,,,,Mardianto,30/09/2021 15:03,50000,959.4571542,-,Approach 5,media/SRK_1_95.jpg,media/SRK_2_95.jpg,media/SRK_3_95.jpg,media/SRK_4_95.jpg,adopsipohonriau/95
SRK0099GS,Meranti,Shorea sp,PohonDewasa,icon/mature_tree.svg,-,42,25,13,Mineral,-,-0.0379605,101.4049537,77.266892167387,0.03575529394,,,,Mardianto,30/09/2021 15:07,200000,3233.50385,-,Approach 5,media/SRK_1_96.jpg,media/SRK_2_96.jpg,media/SRK_3_96.jpg,media/SRK_4_96.jpg,adopsipohonriau/96
SRK0100GS,Kapinus,Sloetia elongata,PohonMuda,icon/young_tree.svg,-,21,15,13,Mineral,-,-0.0379302,101.4049552,70.331051536128,0.0357646229,,,,Mardianto,30/09/2021 15:11,50000,740.4217933,-,Approach 5,media/SRK_1_97.jpg,media/SRK_2_97.jpg,media/SRK_3_97.jpg,media/SRK_4_97.jpg,adopsipohonriau/97
SRK0101GS,Rengas,Gluta aptera,PohonDewasa,icon/mature_tree.svg,-,90,20,13,Mineral,-,-0.0383172,101.4043228,50.424579898072,0.03505387168,,,,Fahrizal,01/10/2021 08:00:00,200000,12353.62054,-,Approach 5,media/SRK_1_98.jpg,media/SRK_2_98.jpg,media/SRK_3_98.jpg,media/SRK_4_98.jpg,adopsipohonriau/98
SRK0102GS,Bentangor,Calophyllum spp,PohonDewasa,icon/mature_tree.svg,Least Concern,41,16,13,Mineral,-,-0.0382931,101.4042859,54.061311749633,0.03502434273,,,,Fahrizal,01/10/2021 08:25:00,200000,1917.56841,-,Approach 5,media/SRK_1_99.jpg,media/SRK_2_99.jpg,media/SRK_3_99.jpg,media/SRK_4_99.jpg,adopsipohonriau/99
